energy,price,parking,realstate,rooms,square_meters,terrace,wc,construction_year,zone
999.0,1095000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,3.0,155.0,15.0,2.0,1900.0,"
                                    Dreta de l´Eixample
                                "
999.0,360000.0,['Plaza parking '],Lucas Fox International Properties - Barcelona,2.0,60.0,12.0,1.0,,"
                                    Dreta de l´Eixample
                                "
999.0,330000.0,['Sin plaza parking'],Fincas Domingo Muñoz,3.0,80.0,,1.0,1970.0,"
                                    Dreta de l´Eixample
                                "
999.0,610000.0,['Plaza parking '],Living Luxury Real Estate,2.0,125.0,25.0,2.0,1969.0,"
                                    Sant Gervasi - Galvany
                                "
161.0,310000.0,['Sin plaza parking'],Homim,3.0,95.0,,2.0,2006.0,"
                                    Camp de l´Arpa
                                "
999.0,498000.0,['Sin plaza parking'],The Home Hunter,4.0,101.0,11.0,2.0,,"
                                    Vila de Gràcia
                                "
999.0,590000.0,['Plaza parking '],Housell,4.0,113.0,,2.0,1978.0,"
                                    Dreta de l´Eixample
                                "
999.0,1500000.0,['Sin plaza parking'],Housell,4.0,420.0,,3.0,1958.0,"
                                    Sants
                                "
,580000.0,['Plaza parking '],Deplace,3.0,130.0,,2.0,,"
                                    Guinardó
                                "
999.0,550000.0,['Sin plaza parking'],Tecnocasa Estudi Balmes,4.0,120.0,,2.0,1979.0,"
                                    Putget - Farró
                                "
999.0,550000.0,['Sin plaza parking'],Tecnocasa Estudi Balmes,4.0,120.0,,2.0,1979.0,"
                                    Sant Gervasi - Bonanova
                                "
160.0,190500.0,['Sin plaza parking'],Aticnou,2.0,58.0,,1.0,,"
                                    Sant Andreu
                                "
,498000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,2.0,66.0,,2.0,1895.0,"
                                    Sant Antoni
                                "
,250000.0,[],Casa Barcino Gestió Immobiliària,4.0,125.0,,1.0,,"
                                    La Marina-Montjuïc
                                "
109.0,870000.0,['Sin plaza parking'],Amat. Barcelona - Habitatges,2.0,100.0,,3.0,1900.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
170.0,320000.0,['Sin plaza parking'],La Casa Agency - Montornès,2.0,48.0,,1.0,,"
                                    Sagrada Família
                                "
999.0,349000.0,['Sin plaza parking'],Coldwell Banker Prime,2.0,78.0,,3.0,1900.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
133.0,485000.0,['Sin plaza parking'],MATCHOME-BARCELONA,4.0,120.0,,2.0,1950.0,"
                                    Esquerra Baixa de l´Eixample
                                "
,1130000.0,['Sin plaza parking'],Supervia BCN,5.0,233.0,70.0,2.0,1920.0,"
                                    Dreta de l´Eixample
                                "
999.0,340000.0,['Sin plaza parking'],Supervia BCN,4.0,93.0,,2.0,,"
                                    Guinardó
                                "
999.0,425000.0,['Plaza parking '],Finques Mixoy,5.0,210.0,90.0,3.0,1960.0,"
                                    Guinardó
                                "
215.0,240000.0,[],Bloc Bcn Sarria,2.0,70.0,,1.0,1850.0,"
                                    Raval
                                "
999.0,395000.0,['Sin plaza parking'],Coldwell Banker Prime,2.0,73.0,25.0,2.0,1980.0,"
                                    Raval
                                "
999.0,400000.0,['Sin plaza parking'],Coldwell Banker Prestige Barcelona,2.0,65.0,11.0,1.0,,"
                                    Glòries El Parc
                                "
186.0,1200000.0,[],Komelsat,3.0,165.0,,3.0,1900.0,"
                                    Gòtic
                                "
999.0,395000.0,[],Ceigrup Barcelona,3.0,105.0,3.0,2.0,1960.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,575000.0,['Sin plaza parking'],Forcadell Les Corts,3.0,132.0,,2.0,,"
                                    Gòtic
                                "
999.0,249000.0,['Sin plaza parking'],Vive BCN Propiedades,3.0,70.0,,1.0,,"
                                    Sagrada Família
                                "
999.0,550000.0,['Sin plaza parking'],Woaiwojia Inmobiliaria,4.0,128.0,12.0,2.0,1978.0,"
                                    Fort Pienc
                                "
999.0,590000.0,['Sin plaza parking'],A-House Real Estate,3.0,104.0,4.0,2.0,1933.0,"
                                    Dreta de l´Eixample
                                "
999.0,365000.0,['Sin plaza parking'],A-House Real Estate,2.0,87.0,,1.0,1920.0,"
                                    Sant Antoni
                                "
142.0,330000.0,['Sin plaza parking'],BCN TRADIS,3.0,79.0,,1.0,1961.0,"
                                    Sagrada Família
                                "
,795000.0,['Plaza parking '],Judith Strub,5.0,171.0,15.0,3.0,1977.0,"
                                    Sant Gervasi - Bonanova
                                "
45.0,875000.0,['Sin plaza parking'],Core Barcelona,1.0,90.0,,1.0,,"
                                    Dreta de l´Eixample
                                "
45.0,1075000.0,['Sin plaza parking'],Core Barcelona,2.0,117.0,,2.0,,"
                                    Dreta de l´Eixample
                                "
999.0,285000.0,[],La llave de Barcelona,4.0,90.0,,2.0,1980.0,"
                                    Badal
                                "
175.0,940000.0,['Sin plaza parking'],Finques Mur,5.0,182.0,,3.0,1980.0,"
                                    Sarrià
                                "
206.0,365000.0,['Sin plaza parking'],Gil Gestió Patrimonial,3.0,84.0,,2.0,,"
                                    Esquerra Alta de l´Eixample
                                "
193.0,310000.0,['Sin plaza parking'],Gala Finques,3.0,78.0,,1.0,1969.0,"
                                    Glòries El Parc
                                "
999.0,2750000.0,['Sin plaza parking'],New Ibusa,5.0,240.0,,3.0,1890.0,"
                                    Dreta de l´Eixample
                                "
209.0,390000.0,['Sin plaza parking'],donpiso Bcn Aribau,4.0,113.0,8.0,2.0,1972.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,298000.0,['Sin plaza parking'],ANDOR HOME,2.0,78.0,,2.0,1980.0,"
                                    Sants
                                "
999.0,239000.0,['Sin plaza parking'],MATCHOME-BARCELONA,4.0,137.0,145.0,2.0,1976.0,"
                                    Roquetes
                                "
175.0,940000.0,['Sin plaza parking'],MATCHOME-BARCELONA,5.0,182.0,,3.0,1980.0,"
                                    Sarrià
                                "
999.0,395000.0,['Sin plaza parking'],La Unió,4.0,114.0,,2.0,1994.0,"
                                    La Sagrera
                                "
999.0,280000.0,['Sin plaza parking'],La Unió,4.0,89.0,,2.0,1974.0,"
                                    Sant Andreu
                                "
239.0,180000.0,['Sin plaza parking'],La Unió,2.0,51.0,,1.0,1960.0,"
                                    Besòs - Maresme
                                "
111.0,299900.0,['Sin plaza parking'],La Unió,4.0,100.0,,2.0,1980.0,"
                                    Sant Andreu
                                "
102.0,1950000.0,['Plaza parking '],"Llebrenc, S.L.",5.0,370.0,50.0,4.0,2007.0,"
                                    Sant Gervasi - Bonanova
                                "
123.0,235000.0,['Sin plaza parking'],Inmogracia,2.0,92.0,,1.0,1901.0,"
                                    Vila de Gràcia
                                "
999.0,1890000.0,['Plaza parking '],MG GRUPO INMOBILIARIO,5.0,375.0,75.0,5.0,1990.0,"
                                    Esquerra Alta de l´Eixample
                                "
,1100000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,3.0,113.0,4.0,2.0,1900.0,"
                                    Dreta de l´Eixample
                                "
999.0,260000.0,['Sin plaza parking'],Casc Antic BCN,3.0,77.0,9.0,2.0,2000.0,"
                                    Raval
                                "
999.0,375000.0,['Sin plaza parking'],ANDOR HOME,2.0,75.0,,1.0,1963.0,"
                                    Les Corts
                                "
999.0,650000.0,['Sin plaza parking'],ANDOR HOME,3.0,124.0,,2.0,1980.0,"
                                    Sant Ramon - Maternitat
                                "
221.0,375000.0,['Sin plaza parking'],ANDOR HOME,5.0,105.0,,2.0,1980.0,"
                                    Sants
                                "
999.0,295000.0,[],Velmon,4.0,91.0,,1.0,,"
                                    Fort Pienc
                                "
144.0,340000.0,['Sin plaza parking'],Fincas Finurba,3.0,81.0,,2.0,1965.0,"
                                    Les Corts
                                "
45.0,970000.0,['Sin plaza parking'],Forcadell Les Corts,3.0,131.0,,2.0,1934.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
45.0,1025000.0,['Sin plaza parking'],Forcadell Les Corts,3.0,131.0,,2.0,1934.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
999.0,229000.0,[],Estudi Virrei Amat,3.0,108.0,,2.0,1960.0,"
                                    Vilapicina - Torre Llobeta
                                "
141.0,150300.0,[],OLSAN IMMOBAD,3.0,75.0,,1.0,1959.0,"
                                    Turó de la Peira - Can Peguera
                                "
